1253	2857	1253	2857	713
1282	2856	1282	2856	714
692	2855	692	2855	715
693	2857	693	2857	716
695	2801	695	2801	721
701	2781	701	2781	722
703	2781	703	2781	723
704	2788	704	2788	724
709	2808	709	2808	725
705	2788	705	2788	726
707	2789	707	2789	727
630	2785	630	2785	728
694	2857	694	2857	729
702	2781	702	2781	730
700	2788	700	2788	731
696	2802	696	2802	732
1115	2782	1115	2782	734
615	2784	615	2784	735
697	2783	697	2783	736
