PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	50	120	16
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	51	121	16
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	131	289	16
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	50	292	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	293	76
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	293	16
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	295	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	296	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	296	61
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	297	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	297	61
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	157	117	38
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	157	117	39
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	157	117	40
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	131	122	61
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	131	122	62
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	131	122	63
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	131	122	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	62
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	63
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	61
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	68
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	69
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	70
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	71
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	72
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	164	300	73
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	425	16
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	50	425	61
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	50	425	62
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	50	425	63
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	132	425	75
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	132	425	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	167	425	76
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	168	298	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	168	298	75
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	169	298	64
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	169	298	76
PluginDlteamsRecord	PluginDlteamsProcessedData	\N	\N	0	2023-05-13 00:00:00	160	301	64
