1	1. Négligeable	\N	0	1	2022-01-26 18:07:58	856	2022-03-02 18:20:08	2
2	2. Limité	\N	0	1	2022-01-26 18:07:58	856	2022-03-02 18:20:16	2
3	3. Important	\N	0	1	2022-01-26 18:07:58	856	2022-03-02 18:20:23	2
4	4. Maximum	\N	0	1	2022-01-26 18:07:58	856	2022-03-02 18:20:29	2
