1	Mysql		0	1	\N	\N	\N	\N
2	Oracle		0	1	\N	\N	\N	\N
3	SQL		0	1	\N	\N	\N	\N
4	Active directory		0	1	\N	\N	\N	\N
5	NTFS, Fat		0	1	\N	\N	\N	\N
6	Documents papier		0	1	\N	\N	\N	\N
7	Propriétaire		0	1	\N	\N	\N	\N
8	Technologie numérique	Disque magnétique, SSD, bande magnétique, CD, DVD	0	1	\N	\N	\N	\N
