PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	119
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	82	119
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	83	119
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	119
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	85	119
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	120
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	82	120
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	83	120
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	85	120
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	121
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	289
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	190	289
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	289
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	192	290
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	193	292
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	83	292
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	194	292
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	195	293
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	83	293
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	293
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	196	293
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	83	296
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	296
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	85	296
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	193	300
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	196	424
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	245	117
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	246	117
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	117
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	117
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	298
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	301
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	301
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	249	301
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	193	301
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	192	301
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	118
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	118
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	118
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	121
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	297
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	192	297
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	297
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	193	297
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	297
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	291
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	309	303
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	303
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	192	303
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	196	303
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	288
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	326	288
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	288
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	249	288
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	326	300
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	300
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	385	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	85	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	309	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	386	309
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	385	308
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	387	308
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	248	308
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	85	308
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	388	307
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	387	307
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	244	307
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	389	307
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	196	307
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	326	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	385	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	191	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	193	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	192	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	84	283
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	81	311
PluginDlteamsRecord	\N	\N	0	2023-05-15 00:00:00	196	311
