1	Suppression		0	1	2022-03-01 15:12:03	2	2022-03-01 15:12:03	\N
2	Archivage		0	1	2022-03-01 15:12:22	2	2022-03-01 15:12:22	\N
3	Anonymisation		0	1	2022-03-01 15:12:31	2	2022-03-01 15:12:31	\N
4	Restitution		0	1	2022-03-01 15:12:40	2	2022-03-02 16:52:33	2
5	Autre		0	1	2022-03-01 15:12:47	2	2022-03-02 16:52:21	2
