1	Mesure organisationnelle	\N	0	1	2022-12-09 11:57:21	2022-01-14 12:37:35
2	Mesure physique	\N	0	1	2022-12-09 11:57:28	2022-01-14 12:37:35
3	Mesure technologique	\N	0	1	2022-12-09 11:57:35	2022-01-14 12:37:35
4	Mesure de Surveillance	La surveillance est la détermination de l’état d’un système, d’un processus ou d’une activité. Afin de déterminer cet état, il est nécessaire de vérifier, superviser ou observer de façon critique.	0	1	2022-11-28 15:43:30	2022-11-28 15:39:16
